split,session_id,entity,feature,stream_header_file,has_binary_stream,sr,dim,num
val-cr,014,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,14575
val-cr,014,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,14575
val-cr,014,yellow,clip,yellow.clip.stream,1,30.000,512,17512
val-cr,014,yellow,dino,yellow.dino.stream,1,30.000,768,17512
val-cr,014,yellow,openface2,yellow.openface2.stream,1,30.000,714,17512
val-cr,014,yellow,openface3,yellow.openface3.stream,1,30.000,21,17512
val-cr,014,yellow,openpose,yellow.openpose.stream,1,30.000,139,17512
val-cr,014,yellow,swin,yellow.swin.stream,1,30.000,768,17512
val-cr,014,yellow,videomae,yellow.videomae.stream,1,30.000,1408,17512
val-cr,018,env,clip,env.clip.stream,1,30.000,512,49350
val-cr,018,env,dino,env.dino.stream,1,30.000,768,49350
val-cr,018,env,openface2,env.openface2.stream,1,30.000,714,49350
val-cr,018,env,openface3,env.openface3.stream,1,30.000,21,49350
val-cr,018,env,openpose,env.openpose.stream,1,30.000,139,49350
val-cr,018,env,swin,env.swin.stream,1,30.000,768,49350
val-cr,018,env,videomae,env.videomae.stream,1,30.000,1408,49350
val-cr,018,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,41128
val-cr,018,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,41125
val-cr,018,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,41125
val-cr,018,purple,clip,purple.clip.stream,1,30.000,512,49350
val-cr,018,purple,dino,purple.dino.stream,1,30.000,768,49350
val-cr,018,purple,openface2,purple.openface2.stream,1,30.000,714,49350
val-cr,018,purple,openface3,purple.openface3.stream,1,30.000,21,49350
val-cr,018,purple,openpose,purple.openpose.stream,1,30.000,139,49350
val-cr,018,purple,swin,purple.swin.stream,1,30.000,768,49350
val-cr,018,purple,videomae,purple.videomae.stream,1,30.000,1408,49350
val-cr,018,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,41127
val-cr,018,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,41125
val-cr,018,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,41125
val-cr,018,yellow,clip,yellow.clip.stream,1,30.000,512,49350
val-cr,018,yellow,dino,yellow.dino.stream,1,30.000,768,49350
val-cr,018,yellow,openface2,yellow.openface2.stream,1,30.000,714,49350
val-cr,018,yellow,openface3,yellow.openface3.stream,1,30.000,21,49350
val-cr,018,yellow,openpose,yellow.openpose.stream,1,30.000,139,49350
val-cr,018,yellow,swin,yellow.swin.stream,1,30.000,768,49350
val-cr,018,yellow,videomae,yellow.videomae.stream,1,30.000,1408,49350
val-cr,019,env,clip,env.clip.stream,1,30.000,512,31207
val-cr,019,env,dino,env.dino.stream,1,30.000,768,31207
val-cr,019,env,openface2,env.openface2.stream,1,30.000,714,31207
val-cr,019,env,openface3,env.openface3.stream,1,30.000,21,31207
val-cr,019,env,openpose,env.openpose.stream,1,30.000,139,31207
val-cr,019,env,swin,env.swin.stream,1,30.000,768,31207
val-cr,019,env,videomae,env.videomae.stream,1,30.000,1408,31207
val-cr,019,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,26008
val-cr,019,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,26000
val-cr,019,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,26000
val-cr,019,purple,clip,purple.clip.stream,1,30.000,512,31207
val-cr,019,purple,dino,purple.dino.stream,1,30.000,768,31207
val-cr,019,purple,openface2,purple.openface2.stream,1,30.000,714,31207
val-cr,019,purple,openface3,purple.openface3.stream,1,30.000,21,31207
val-cr,019,purple,openpose,purple.openpose.stream,1,30.000,139,31207
val-cr,019,purple,swin,purple.swin.stream,1,30.000,768,31207
val-cr,019,purple,videomae,purple.videomae.stream,1,30.000,1408,31207
val-cr,019,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,26008
val-cr,019,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,26000
val-cr,019,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,26000
val-cr,019,yellow,clip,yellow.clip.stream,1,30.000,512,31207
val-cr,019,yellow,dino,yellow.dino.stream,1,30.000,768,31207
val-cr,019,yellow,openface2,yellow.openface2.stream,1,30.000,714,31207
val-cr,019,yellow,openface3,yellow.openface3.stream,1,30.000,21,31207
val-cr,019,yellow,openpose,yellow.openpose.stream,1,30.000,139,31207
val-cr,019,yellow,swin,yellow.swin.stream,1,30.000,768,31207
val-cr,019,yellow,videomae,yellow.videomae.stream,1,30.000,1408,31207
val-cr,026,env,clip,env.clip.stream,1,30.000,512,21115
val-cr,026,env,dino,env.dino.stream,1,30.000,768,21115
val-cr,026,env,openface2,env.openface2.stream,1,30.000,714,21115
val-cr,026,env,openface3,env.openface3.stream,1,30.000,21,21115
val-cr,026,env,openpose,env.openpose.stream,1,30.000,139,21115
val-cr,026,env,swin,env.swin.stream,1,30.000,768,21115
val-cr,026,env,videomae,env.videomae.stream,1,30.000,1408,21115
val-cr,026,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,17598
val-cr,026,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,17575
val-cr,026,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,17575
val-cr,026,purple,clip,purple.clip.stream,1,30.000,512,21115
val-cr,026,purple,dino,purple.dino.stream,1,30.000,768,21115
val-cr,026,purple,openface2,purple.openface2.stream,1,30.000,714,21115
val-cr,026,purple,openface3,purple.openface3.stream,1,30.000,21,21115
val-cr,026,purple,openpose,purple.openpose.stream,1,30.000,139,21115
val-cr,026,purple,swin,purple.swin.stream,1,30.000,768,21115
val-cr,026,purple,videomae,purple.videomae.stream,1,30.000,1408,21115
val-cr,026,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,17597
val-cr,026,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,17575
val-cr,026,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,17575
val-cr,026,yellow,clip,yellow.clip.stream,1,30.000,512,21115
val-cr,026,yellow,dino,yellow.dino.stream,1,30.000,768,21115
val-cr,026,yellow,openface2,yellow.openface2.stream,1,30.000,714,21115
val-cr,026,yellow,openface3,yellow.openface3.stream,1,30.000,21,21115
val-cr,026,yellow,openpose,yellow.openpose.stream,1,30.000,139,21115
val-cr,026,yellow,swin,yellow.swin.stream,1,30.000,768,21115
val-cr,026,yellow,videomae,yellow.videomae.stream,1,30.000,1408,21115
val-cr,059,env,clip,env.clip.stream,1,30.000,512,13372
val-cr,059,env,dino,env.dino.stream,1,30.000,768,13372
val-cr,059,env,openface2,env.openface2.stream,1,30.000,714,13372
val-cr,059,env,openface3,env.openface3.stream,1,30.000,21,13372
val-cr,059,env,openpose,env.openpose.stream,1,30.000,139,13372
val-cr,059,env,swin,env.swin.stream,1,30.000,768,13372
val-cr,059,env,videomae,env.videomae.stream,1,30.000,1408,13372
val-cr,059,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,11145
val-cr,059,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,11125
val-cr,059,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,11125
val-cr,059,purple,clip,purple.clip.stream,1,30.000,512,13372
val-cr,059,purple,dino,purple.dino.stream,1,30.000,768,13372
val-cr,059,purple,openface2,purple.openface2.stream,1,30.000,714,13372
val-cr,059,purple,openface3,purple.openface3.stream,1,30.000,21,13372
val-cr,059,purple,openpose,purple.openpose.stream,1,30.000,139,13372
val-cr,059,purple,swin,purple.swin.stream,1,30.000,768,13372
val-cr,059,purple,videomae,purple.videomae.stream,1,30.000,1408,13372
val-cr,059,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,11144
val-cr,059,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,11125
val-cr,059,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,11125
val-cr,059,yellow,clip,yellow.clip.stream,1,30.000,512,13372
val-cr,059,yellow,dino,yellow.dino.stream,1,30.000,768,13372
val-cr,059,yellow,openface2,yellow.openface2.stream,1,30.000,714,13372
val-cr,059,yellow,openface3,yellow.openface3.stream,1,30.000,21,13372
val-cr,059,yellow,openpose,yellow.openpose.stream,1,30.000,139,13372
val-cr,059,yellow,swin,yellow.swin.stream,1,30.000,768,13372
val-cr,059,yellow,videomae,yellow.videomae.stream,1,30.000,1408,13372
test-cc,007,env,clip,env.clip.stream,1,30.000,512,27130
test-cc,007,env,dino,env.dino.stream,1,30.000,768,27130
test-cc,007,env,openface2,env.openface2.stream,1,30.000,714,27130
test-cc,007,env,openface3,env.openface3.stream,1,30.000,21,27130
test-cc,007,env,openpose,env.openpose.stream,1,30.000,139,27130
test-cc,007,env,swin,env.swin.stream,1,30.000,768,27130
test-cc,007,env,videomae,env.videomae.stream,1,30.000,1408,27130
test-cc,007,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,22610
test-cc,007,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,22600
test-cc,007,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,22600
test-cc,007,purple,clip,purple.clip.stream,1,30.000,512,27130
test-cc,007,purple,dino,purple.dino.stream,1,30.000,768,27130
test-cc,007,purple,openface2,purple.openface2.stream,1,30.000,714,27130
test-cc,007,purple,openface3,purple.openface3.stream,1,30.000,21,27130
test-cc,007,purple,openpose,purple.openpose.stream,1,30.000,139,27130
test-cc,007,purple,swin,purple.swin.stream,1,30.000,768,27130
test-cc,007,purple,videomae,purple.videomae.stream,1,30.000,1408,27130
test-cc,007,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,22610
test-cc,007,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,22600
test-cc,007,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,22600
test-cc,007,yellow,clip,yellow.clip.stream,1,30.000,512,27130
test-cc,007,yellow,dino,yellow.dino.stream,1,30.000,768,27130
test-cc,007,yellow,openface2,yellow.openface2.stream,1,30.000,714,27130
test-cc,007,yellow,openface3,yellow.openface3.stream,1,30.000,21,27130
test-cc,007,yellow,openpose,yellow.openpose.stream,1,30.000,139,27130
test-cc,007,yellow,swin,yellow.swin.stream,1,30.000,768,27130
test-cc,007,yellow,videomae,yellow.videomae.stream,1,30.000,1408,27130
test-cc,013,env,clip,env.clip.stream,1,30.000,512,6919
test-cc,013,env,dino,env.dino.stream,1,30.000,768,6919
test-cc,013,env,openface2,env.openface2.stream,1,30.000,714,6919
test-cc,013,env,openface3,env.openface3.stream,1,30.000,21,6919
test-cc,013,env,openpose,env.openpose.stream,1,30.000,139,6919
test-cc,013,env,swin,env.swin.stream,1,30.000,768,6919
test-cc,013,env,videomae,env.videomae.stream,1,30.000,1408,6919
test-cc,013,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,5768
test-cc,013,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,5750
test-cc,013,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,5750
test-cc,013,purple,clip,purple.clip.stream,1,30.000,512,6919
test-cc,013,purple,dino,purple.dino.stream,1,30.000,768,6919
test-cc,013,purple,openface2,purple.openface2.stream,1,30.000,714,6919
test-cc,013,purple,openface3,purple.openface3.stream,1,30.000,21,6919
test-cc,013,purple,openpose,purple.openpose.stream,1,30.000,139,6919
test-cc,013,purple,swin,purple.swin.stream,1,30.000,768,6919
test-cc,013,purple,videomae,purple.videomae.stream,1,30.000,1408,6919
test-cc,013,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,5768
test-cc,013,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,5750
test-cc,013,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,5750
test-cc,013,yellow,clip,yellow.clip.stream,1,30.000,512,6919
test-cc,013,yellow,dino,yellow.dino.stream,1,30.000,768,6919
test-cc,013,yellow,openface2,yellow.openface2.stream,1,30.000,714,6919
test-cc,013,yellow,openface3,yellow.openface3.stream,1,30.000,21,6919
test-cc,013,yellow,openpose,yellow.openpose.stream,1,30.000,139,6919
test-cc,013,yellow,swin,yellow.swin.stream,1,30.000,768,6919
test-cc,013,yellow,videomae,yellow.videomae.stream,1,30.000,1408,6919
test-cc,049,env,clip,env.clip.stream,1,30.000,512,20588
test-cc,049,env,dino,env.dino.stream,1,30.000,768,20588
test-cc,049,env,openface2,env.openface2.stream,1,30.000,714,20588
test-cc,049,env,openface3,env.openface3.stream,1,30.000,21,20588
test-cc,049,env,openpose,env.openpose.stream,1,30.000,139,20588
test-cc,049,env,swin,env.swin.stream,1,30.000,768,20588
test-cc,049,env,videomae,env.videomae.stream,1,30.000,1408,20588
test-cc,049,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,17158
test-cc,049,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,17150
test-cc,049,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,17150
test-cc,049,purple,clip,purple.clip.stream,1,30.000,512,20588
test-cc,049,purple,dino,purple.dino.stream,1,30.000,768,20588
test-cc,049,purple,openface2,purple.openface2.stream,1,30.000,714,20588
test-cc,049,purple,openface3,purple.openface3.stream,1,30.000,21,20588
test-cc,049,purple,openpose,purple.openpose.stream,1,30.000,139,20588
test-cc,049,purple,swin,purple.swin.stream,1,30.000,768,20588
test-cc,049,purple,videomae,purple.videomae.stream,1,30.000,1408,20588
test-cc,049,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,17158
test-cc,049,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,17150
test-cc,049,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,17150
test-cc,049,yellow,clip,yellow.clip.stream,1,30.000,512,20588
test-cc,049,yellow,dino,yellow.dino.stream,1,30.000,768,20588
test-cc,049,yellow,openface2,yellow.openface2.stream,1,30.000,714,20588
test-cc,049,yellow,openface3,yellow.openface3.stream,1,30.000,21,20588
test-cc,049,yellow,openpose,yellow.openpose.stream,1,30.000,139,20588
test-cc,049,yellow,swin,yellow.swin.stream,1,30.000,768,20588
test-cc,049,yellow,videomae,yellow.videomae.stream,1,30.000,1408,20588
test-cc,052,env,clip,env.clip.stream,1,30.000,512,61342
test-cc,052,env,dino,env.dino.stream,1,30.000,768,61342
test-cc,052,env,openface2,env.openface2.stream,1,30.000,714,61342
test-cc,052,env,openface3,env.openface3.stream,1,30.000,21,61342
test-cc,052,env,openpose,env.openpose.stream,1,30.000,139,61342
test-cc,052,env,swin,env.swin.stream,1,30.000,768,61342
test-cc,052,env,videomae,env.videomae.stream,1,30.000,1408,61342
test-cc,052,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,51121
test-cc,052,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,51100
test-cc,052,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,51100
test-cc,052,purple,clip,purple.clip.stream,1,30.000,512,61342
test-cc,052,purple,dino,purple.dino.stream,1,30.000,768,61342
test-cc,052,purple,openface2,purple.openface2.stream,1,30.000,714,61342
test-cc,052,purple,openface3,purple.openface3.stream,1,30.000,21,61342
test-cc,052,purple,openpose,purple.openpose.stream,1,30.000,139,61342
test-cc,052,purple,swin,purple.swin.stream,1,30.000,768,61342
test-cc,052,purple,videomae,purple.videomae.stream,1,30.000,1408,61342
test-cc,052,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,51121
test-cc,052,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,51100
test-cc,052,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,51100
test-cc,052,yellow,clip,yellow.clip.stream,1,30.000,512,61342
test-cc,052,yellow,dino,yellow.dino.stream,1,30.000,768,61342
test-cc,052,yellow,openface2,yellow.openface2.stream,1,30.000,714,61342
test-cc,052,yellow,openface3,yellow.openface3.stream,1,30.000,21,61342
test-cc,052,yellow,openpose,yellow.openpose.stream,1,30.000,139,61342
test-cc,052,yellow,swin,yellow.swin.stream,1,30.000,768,61342
test-cc,052,yellow,videomae,yellow.videomae.stream,1,30.000,1408,61342
test-cc,055,env,clip,env.clip.stream,1,30.000,512,19906
test-cc,055,env,dino,env.dino.stream,1,30.000,768,19906
test-cc,055,env,openface2,env.openface2.stream,1,30.000,714,19906
test-cc,055,env,openface3,env.openface3.stream,1,30.000,21,19906
test-cc,055,env,openpose,env.openpose.stream,1,30.000,139,19906
test-cc,055,env,swin,env.swin.stream,1,30.000,768,19906
test-cc,055,env,videomae,env.videomae.stream,1,30.000,1408,19906
test-cc,055,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,16590
test-cc,055,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,16575
test-cc,055,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,16575
test-cc,055,purple,clip,purple.clip.stream,1,30.000,512,19906
test-cc,055,purple,dino,purple.dino.stream,1,30.000,768,19906
test-cc,055,purple,openface2,purple.openface2.stream,1,30.000,714,19906
test-cc,055,purple,openface3,purple.openface3.stream,1,30.000,21,19906
test-cc,055,purple,openpose,purple.openpose.stream,1,30.000,139,19906
test-cc,055,purple,swin,purple.swin.stream,1,30.000,768,19906
test-cc,055,purple,videomae,purple.videomae.stream,1,30.000,1408,19906
test-cc,055,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,16590
test-cc,055,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,16575
test-cc,055,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,16575
test-cc,055,yellow,clip,yellow.clip.stream,1,30.000,512,19906
test-cc,055,yellow,dino,yellow.dino.stream,1,30.000,768,19906
test-cc,055,yellow,openface2,yellow.openface2.stream,1,30.000,714,19906
test-cc,055,yellow,openface3,yellow.openface3.stream,1,30.000,21,19906
test-cc,055,yellow,openpose,yellow.openpose.stream,1,30.000,139,19906
test-cc,055,yellow,swin,yellow.swin.stream,1,30.000,768,19906
test-cc,055,yellow,videomae,yellow.videomae.stream,1,30.000,1408,19906
test-cc,070,env,clip,env.clip.stream,1,30.000,512,24852
test-cc,070,env,dino,env.dino.stream,1,30.000,768,24852
test-cc,070,env,openface2,env.openface2.stream,1,30.000,714,24852
test-cc,070,env,openface3,env.openface3.stream,1,30.000,21,24852
test-cc,070,env,openpose,env.openpose.stream,1,30.000,139,24852
test-cc,070,env,swin,env.swin.stream,1,30.000,768,24852
test-cc,070,env,videomae,env.videomae.stream,1,30.000,1408,24852
test-cc,070,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,20711
test-cc,070,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,20700
test-cc,070,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,20700
test-cc,070,purple,clip,purple.clip.stream,1,30.000,512,24852
test-cc,070,purple,dino,purple.dino.stream,1,30.000,768,24852
test-cc,070,purple,openface2,purple.openface2.stream,1,30.000,714,24852
test-cc,070,purple,openface3,purple.openface3.stream,1,30.000,21,24852
test-cc,070,purple,openpose,purple.openpose.stream,1,30.000,139,24852
test-cc,070,purple,swin,purple.swin.stream,1,30.000,768,24852
test-cc,070,purple,videomae,purple.videomae.stream,1,30.000,1408,24852
test-cc,070,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,20711
test-cc,070,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,20700
test-cc,070,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,20700
test-cc,070,yellow,clip,yellow.clip.stream,1,30.000,512,24852
test-cc,070,yellow,dino,yellow.dino.stream,1,30.000,768,24852
test-cc,070,yellow,openface2,yellow.openface2.stream,1,30.000,714,24852
test-cc,070,yellow,openface3,yellow.openface3.stream,1,30.000,21,24852
test-cc,070,yellow,openpose,yellow.openpose.stream,1,30.000,139,24852
test-cc,070,yellow,swin,yellow.swin.stream,1,30.000,768,24852
test-cc,070,yellow,videomae,yellow.videomae.stream,1,30.000,1408,24852
test-cr,016,env,clip,env.clip.stream,1,30.000,512,15233
test-cr,016,env,dino,env.dino.stream,1,30.000,768,15233
test-cr,016,env,openface2,env.openface2.stream,1,30.000,714,15233
test-cr,016,env,openface3,env.openface3.stream,1,30.000,21,15233
test-cr,016,env,openpose,env.openpose.stream,1,30.000,139,15233
test-cr,016,env,swin,env.swin.stream,1,30.000,768,15233
test-cr,016,env,videomae,env.videomae.stream,1,30.000,1408,15233
test-cr,016,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,12697
test-cr,016,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,12675
test-cr,016,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,12675
test-cr,016,purple,clip,purple.clip.stream,1,30.000,512,15233
test-cr,016,purple,dino,purple.dino.stream,1,30.000,768,15233
test-cr,016,purple,openface2,purple.openface2.stream,1,30.000,714,15233
test-cr,016,purple,openface3,purple.openface3.stream,1,30.000,21,15233
test-cr,016,purple,openpose,purple.openpose.stream,1,30.000,139,15233
test-cr,016,purple,swin,purple.swin.stream,1,30.000,768,15233
test-cr,016,purple,videomae,purple.videomae.stream,1,30.000,1408,15233
test-cr,016,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,12696
test-cr,016,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,12675
test-cr,016,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,12675
test-cr,016,yellow,clip,yellow.clip.stream,1,30.000,512,15233
test-cr,016,yellow,dino,yellow.dino.stream,1,30.000,768,15233
test-cr,016,yellow,openface2,yellow.openface2.stream,1,30.000,714,15233
test-cr,016,yellow,openface3,yellow.openface3.stream,1,30.000,21,15233
test-cr,016,yellow,openpose,yellow.openpose.stream,1,30.000,139,15233
test-cr,016,yellow,swin,yellow.swin.stream,1,30.000,768,15233
test-cr,016,yellow,videomae,yellow.videomae.stream,1,30.000,1408,15233
test-cr,021,env,clip,env.clip.stream,1,30.000,512,6698
test-cr,021,env,dino,env.dino.stream,1,30.000,768,6698
test-cr,021,env,openface2,env.openface2.stream,1,30.000,714,6698
test-cr,021,env,openface3,env.openface3.stream,1,30.000,21,6698
test-cr,021,env,openpose,env.openpose.stream,1,30.000,139,6698
test-cr,021,env,swin,env.swin.stream,1,30.000,768,6698
test-cr,021,env,videomae,env.videomae.stream,1,30.000,1408,6698
test-cr,021,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,5583
test-cr,021,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,5575
test-cr,021,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,5575
test-cr,021,purple,clip,purple.clip.stream,1,30.000,512,6698
test-cr,021,purple,dino,purple.dino.stream,1,30.000,768,6698
test-cr,021,purple,openface2,purple.openface2.stream,1,30.000,714,6698
test-cr,021,purple,openface3,purple.openface3.stream,1,30.000,21,6698
test-cr,021,purple,openpose,purple.openpose.stream,1,30.000,139,6698
test-cr,021,purple,swin,purple.swin.stream,1,30.000,768,6698
test-cr,021,purple,videomae,purple.videomae.stream,1,30.000,1408,6698
test-cr,021,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,5583
test-cr,021,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,5575
test-cr,021,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,5575
test-cr,021,yellow,clip,yellow.clip.stream,1,30.000,512,6698
test-cr,021,yellow,dino,yellow.dino.stream,1,30.000,768,6698
test-cr,021,yellow,openface2,yellow.openface2.stream,1,30.000,714,6698
test-cr,021,yellow,openface3,yellow.openface3.stream,1,30.000,21,6698
test-cr,021,yellow,openpose,yellow.openpose.stream,1,30.000,139,6698
test-cr,021,yellow,swin,yellow.swin.stream,1,30.000,768,6698
test-cr,021,yellow,videomae,yellow.videomae.stream,1,30.000,1408,6698
test-cr,025,env,clip,env.clip.stream,1,30.000,512,38387
test-cr,025,env,dino,env.dino.stream,1,30.000,768,38387
test-cr,025,env,openface2,env.openface2.stream,1,30.000,714,38387
test-cr,025,env,openface3,env.openface3.stream,1,30.000,21,38387
test-cr,025,env,openpose,env.openpose.stream,1,30.000,139,38387
test-cr,025,env,swin,env.swin.stream,1,30.000,768,38387
test-cr,025,env,videomae,env.videomae.stream,1,30.000,1408,38387
test-cr,025,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,31990
test-cr,025,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,31975
test-cr,025,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,31975
test-cr,025,purple,clip,purple.clip.stream,1,30.000,512,38387
test-cr,025,purple,dino,purple.dino.stream,1,30.000,768,38387
test-cr,025,purple,openface2,purple.openface2.stream,1,30.000,714,38387
test-cr,025,purple,openface3,purple.openface3.stream,1,30.000,21,38387
test-cr,025,purple,openpose,purple.openpose.stream,1,30.000,139,38387
test-cr,025,purple,swin,purple.swin.stream,1,30.000,768,38387
test-cr,025,purple,videomae,purple.videomae.stream,1,30.000,1408,38387
test-cr,025,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,31991
test-cr,025,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,31975
test-cr,025,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,31975
test-cr,025,yellow,clip,yellow.clip.stream,1,30.000,512,38387
test-cr,025,yellow,dino,yellow.dino.stream,1,30.000,768,38387
test-cr,025,yellow,openface2,yellow.openface2.stream,1,30.000,714,38387
